ROW_ID,EMB_1,EMB_2,EMB_3,EMB_4,EMB_5,EMB_6,EMB_7,EMB_8,EMB_9,EMB_10,EMB_11,EMB_12,EMB_13,EMB_14,EMB_15,EMB_16,EMB_17,EMB_18,EMB_19,EMB_20,EMB_21,EMB_22,EMB_23,EMB_24,EMB_25,EMB_26,EMB_27,EMB_28,EMB_29,EMB_30,EMB_31,EMB_32,EMB_33,EMB_34,EMB_35,EMB_36,EMB_37,EMB_38,EMB_39,EMB_40,EMB_41,EMB_42,EMB_43,EMB_44,EMB_45,EMB_46,EMB_47,EMB_48,EMB_49,EMB_50,ID_CONTR_CICLO_LGD,ID_FUSION_FINAL,SEGMENTO,CALIBRATION_SEGMENT,PRODUCTO,TERMINACION,CAUSA_DEFAULT,FECHA_DEFAULT,OR_DISPTO,COLATERAL_TIPO,VALOR_COLATERAL_INICIAL,TIPO_INTERES_ORIGINAL,FECHA_REFERENCIA,MES_CICLO,PD_ESTIMADA,LGD_ESTIMADA,LGD_REALIZADA,EAD,ECL,PROVISION,STAGE_IFRS9,CURE_FLAG,DPDS,RATING_GRADO,SALDO_PENDIENTE,TIPO_INTERES_ACTUAL,INTERESES_ACUMULADOS,FLUJO_RECUPERADO,COSTE_RECUPERACION,FLUJO_NETO,RECUPERACION_ACUMULADA,COSTE_TOTAL_ACUMULADO,ADJUDICACION_FLAG,ADJUDICACION_TIPO,ADJUDICACION_VALOR,VALOR_COLATERAL,LTV,TASA_DESCUENTO,RWA,ESTADO_CICLO
11,-0.20566036,-0.05509337,0.23217166,-0.38947326,0.18815922,0.01435012,0.23417612,0.23144971,0.58325329,0.03861240,-0.71335103,-0.02866889,0.70262081,-0.15587442,0.63357800,-0.10305449,-0.13980439,-0.25835703,-0.02260880,0.12625988,0.37890859,0.13029205,0.14134064,0.04148045,1.62953524,0.16135587,0.21907043,0.07897161,-0.27651256,-0.78768847,0.07629313,0.29836789,0.09261171,0.26964846,-0.11973976,-0.10007284,0.36316762,0.48500385,0.22267822,0.57560428,0.43291428,-0.19170510,0.38774820,-0.09210491,-0.34823688,0.59098141,-0.15856741,0.13151114,-0.14377552,-0.08713699,100001_202001,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-01-01,11,0.43413333,0.5471983,0.9936717,1048526.41,249084.81,249084.81,3,0,330,10,1362928.61,0.06032,75360.89,0.0,0.0,0.0,6635.39,150.08,0,,0.0,442036.85,2.897362,0.034613,89937.77,RECUPERACION
12,-0.20194197,-0.05347865,0.24224167,-0.40204943,0.19188904,0.04974240,0.22665039,0.24824951,0.56907282,0.03968216,-0.70104440,-0.01408076,0.71227648,-0.16084250,0.63936952,-0.13011191,-0.13964911,-0.26741673,-0.00490602,0.13136269,0.37635541,0.10626220,0.12245957,0.02484128,1.64332936,0.14332241,0.22010324,0.07811756,-0.26996489,-0.78781076,0.09069733,0.31663943,0.05923339,0.28157688,-0.11639169,-0.10298720,0.35947949,0.46682762,0.21747226,0.57388023,0.45952632,-0.17362373,0.40039460,-0.09251887,-0.34239246,0.60239627,-0.16414989,0.13882684,-0.11165381,-0.08412658,100001_202002,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-02-01,12,0.4258,0.56505723,0.9936717,1048526.41,252276.89,252276.89,3,0,360,10,1362928.61,0.06032,82211.88,0.0,0.0,0.0,6635.39,150.08,0,,0.0,435949.45,2.897362,0.039374,67490.91,RECUPERACION
13,-0.18646583,-0.07215270,0.23627118,-0.42034808,0.18588363,0.08281577,0.21446153,0.21974792,0.55749337,0.03391184,-0.69318484,0.00722805,0.72343094,-0.15730973,0.64319860,-0.15077406,-0.13842626,-0.27771943,0.00033476,0.13736943,0.37026190,0.07508195,0.12414109,-0.00168600,1.63680916,0.11839055,0.22995361,0.08020788,-0.24184805,-0.78734034,0.11399076,0.32058859,0.04828420,0.27981022,-0.12990964,-0.11240857,0.34516734,0.44942871,0.18537184,0.55326931,0.45037459,-0.14154791,0.38743055,-0.08656143,-0.34408175,0.60805801,-0.17822698,0.13605915,-0.06514224,-0.07025208,100001_202003,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-03-01,13,0.41746667,0.58291617,0.9936717,1048526.41,255156.88,255156.88,3,0,390,9,1362928.61,0.06032,89062.87,0.0,0.0,0.0,6635.39,150.08,0,,0.0,455016.01,2.897362,0.043835,72412.33,RECUPERACION
14,-0.18050539,-0.04603978,0.18431854,-0.37848613,0.19104876,-0.05041326,0.25285186,0.18493239,0.61006125,0.02839234,-0.69707815,-0.07194577,0.69316757,-0.13597757,0.61953634,-0.05872202,-0.14215743,-0.23280856,-0.02840549,0.10604518,0.36501014,0.17001796,0.19394554,0.05664288,1.63412542,0.16537253,0.23730860,0.07703726,-0.25959667,-0.80365574,0.05216738,0.26687410,0.17257038,0.23689369,-0.17196481,-0.10596502,0.34649263,0.50901348,0.20890984,0.53369475,0.37360870,-0.17816040,0.35538847,-0.08483245,-0.34377158,0.54428112,-0.20359895,0.13285447,-0.17982226,-0.09170298,100001_202004,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-04-01,14,0.40913333,0.60077511,0.9936717,1048526.41,257724.77,257724.77,3,0,420,9,1362928.61,0.06032,95913.86,0.0,0.0,0.0,6635.39,150.08,0,,0.0,437222.79,2.897362,0.026456,95346.09,RECUPERACION
15,-0.19166248,-0.03041106,0.21343291,-0.38716130,0.19728264,0.01007991,0.24705240,0.24283602,0.59018417,0.03396776,-0.68829701,-0.04493662,0.70678451,-0.15289559,0.62706868,-0.10328912,-0.14070948,-0.24599852,0.00587085,0.11273781,0.36733090,0.14547451,0.14751430,0.03988390,1.66089180,0.14949167,0.22710217,0.07589474,-0.27678296,-0.80400769,0.06147092,0.30470362,0.09872735,0.26862528,-0.15141080,-0.10452888,0.35501412,0.48186097,0.22486635,0.55642873,0.43765528,-0.17212294,0.39884868,-0.09140110,-0.32895634,0.57540424,-0.19415882,0.14669813,-0.14342663,-0.09801922,100001_202005,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-05-01,15,0.4008,0.61863404,0.9936717,1048526.41,259980.58,259980.58,3,0,450,10,1362928.61,0.06032,102764.85,0.0,0.0,0.0,6635.39,150.08,0,,0.0,441326.92,2.897362,0.033972,67124.88,RECUPERACION
16,-0.17822114,-0.06610421,0.24068028,-0.43305962,0.18487959,0.14221094,0.21190113,0.23662211,0.54562391,0.02996051,-0.67997738,0.03511011,0.74139834,-0.16566277,0.64501505,-0.18940581,-0.13235809,-0.28573054,0.03710941,0.13938507,0.36265609,0.05282509,0.10209872,-0.03110617,1.65287247,0.08921086,0.23102788,0.07899779,-0.24088357,-0.79563163,0.12302342,0.34761639,-0.00073038,0.29898844,-0.14245855,-0.11915009,0.33804010,0.42081789,0.17240229,0.54836764,0.47798432,-0.11165587,0.41045826,-0.08750051,-0.32632406,0.62776488,-0.19463309,0.14672001,-0.01312158,-0.07168394,100001_202006,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-06-01,16,0.39246667,0.63649298,0.9936717,1048526.41,261924.29,261924.29,3,0,480,9,1362928.61,0.06032,109615.84,0.0,0.0,0.0,6635.39,150.08,0,,0.0,424043.87,2.897362,0.05088,69748.21,RECUPERACION
17,-0.16975569,-0.02966326,0.17539734,-0.38099054,0.19758102,-0.04002523,0.25923114,0.19764613,0.61054044,0.02562219,-0.67751545,-0.07692511,0.69947357,-0.13616615,0.61697593,-0.06809287,-0.14134541,-0.22768845,-0.00326251,0.09921134,0.35626923,0.17253424,0.19185964,0.04924183,1.65759492,0.15125812,0.24257901,0.07420082,-0.25863877,-0.81478448,0.04649620,0.27733927,0.16504633,0.24077579,-0.19211956,-0.10965339,0.33943638,0.50049203,0.20751692,0.52065256,0.38473048,-0.15912916,0.36696481,-0.08497708,-0.32872230,0.53854425,-0.22889136,0.14519336,-0.16827995,-0.09801158,100001_202007,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-07-01,17,0.38413333,0.65435191,0.9936717,1048526.41,263555.9,263555.9,3,0,510,9,1362928.61,0.06032,116466.83,0.0,0.0,0.0,6635.39,150.08,0,,0.0,415527.6,2.897362,0.027699,75999.09,RECUPERACION
18,-0.16723652,-0.02678507,0.17344901,-0.38221355,0.19664764,-0.02795528,0.26067417,0.19983599,0.61012351,0.02372242,-0.67473488,-0.07126118,0.70363394,-0.13769078,0.61583592,-0.07504285,-0.13948528,-0.22777593,0.00662919,0.09794984,0.35374748,0.17124238,0.18897911,0.04290906,1.66149112,0.14491768,0.24316683,0.07399660,-0.25981557,-0.81848597,0.04544198,0.28260206,0.15617062,0.24447215,-0.19895620,-0.11156738,0.33753855,0.49471564,0.20443160,0.51850350,0.38813628,-0.15224513,0.37256483,-0.08512919,-0.32303383,0.54202492,-0.23483526,0.14779088,-0.15771280,-0.09971774,100001_202008,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-08-01,18,0.3758,0.67221085,0.9936717,1048526.41,264875.43,264875.43,3,0,540,9,1362928.61,0.06032,123317.82,0.0,0.0,0.0,6635.39,150.08,0,,0.0,411148.87,2.897362,0.028988,79635.01,RECUPERACION
19,-0.16542055,-0.02530649,0.17654313,-0.38852904,0.19651750,-0.00237886,0.25711817,0.20717115,0.60265631,0.02254929,-0.66868716,-0.05807781,0.71100277,-0.14078054,0.61753202,-0.09251056,-0.13957283,-0.23292116,0.02026023,0.09925133,0.35187133,0.15823372,0.17769582,0.03086553,1.67013959,0.13305413,0.24406844,0.07496313,-0.25700892,-0.82057988,0.05214707,0.29407531,0.13332681,0.25215962,-0.20162795,-0.11467981,0.33580684,0.48227143,0.20048637,0.51761459,0.40237080,-0.14062909,0.38246304,-0.08484222,-0.31732025,0.55129286,-0.23904796,0.15157903,-0.13433329,-0.09889784,100001_202009,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-09-01,19,0.36746667,0.69006979,0.9936717,1048526.41,265882.86,265882.86,3,0,570,9,1362928.61,0.06032,130168.81,0.0,0.0,0.0,6635.39,150.08,0,,0.0,444886.63,2.897362,0.032201,74494.61,RECUPERACION
20,-0.17872951,-0.01054390,0.19245327,-0.38409752,0.19320397,0.03868620,0.26182469,0.24520560,0.59940005,0.02350674,-0.67557466,-0.03474508,0.72011626,-0.15547092,0.61616204,-0.11638467,-0.13344908,-0.23623457,0.04641765,0.09933967,0.35443261,0.16005814,0.14864774,0.02230940,1.67973703,0.12972902,0.23163229,0.07500067,-0.28574558,-0.82536506,0.04317228,0.31786946,0.08309241,0.27664070,-0.19367025,-0.11266760,0.34654456,0.46717039,0.21581007,0.54225341,0.43708349,-0.14747784,0.41903577,-0.09150378,-0.30201123,0.57828194,-0.22748047,0.15820917,-0.11750810,-0.11084790,100001_202010,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-10-01,20,0.35913333,0.70792872,0.9936717,1048526.41,266578.2,266578.2,3,0,600,10,1361104.27,0.06032,137019.8,1824.34,35.61,1788.73,8459.73,185.69,0,,0.0,436805.41,2.893483,0.036357,89551.8,RECUPERACION
21,-0.15763905,-0.01146288,0.16315630,-0.38327852,0.20008123,-0.01593768,0.26699894,0.20889204,0.61146519,0.01951015,-0.65898029,-0.07237334,0.71044736,-0.13804224,0.61125061,-0.08428742,-0.13860807,-0.22285123,0.03105247,0.09029111,0.34615107,0.17528961,0.18750498,0.03436893,1.68129533,0.13148988,0.24804352,0.07239194,-0.26038248,-0.83007590,0.03843740,0.29235897,0.14776505,0.24822653,-0.22095858,-0.11599955,0.33118861,0.48559388,0.20226688,0.50712906,0.39582124,-0.13475206,0.38421681,-0.08518031,-0.30800812,0.53862152,-0.25759044,0.15811637,-0.14436301,-0.10595848,100001_202011,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-11-01,21,0.3508,0.72477271,0.99193179,1048526.41,266588.12,266588.12,3,0,630,9,1361104.27,0.06032,143678.22,0.0,0.0,0.0,8459.73,185.69,0,,0.0,413158.47,2.893483,0.030308,70270.59,RECUPERACION
22,-0.15746196,-0.01724872,0.17446815,-0.39548194,0.19400158,0.04173559,0.25835120,0.21758936,0.59716269,0.01729202,-0.65878872,-0.03714093,0.72543717,-0.14671131,0.61525457,-0.12000543,-0.13407731,-0.23618374,0.05206756,0.09738551,0.34491660,0.14768021,0.16411305,0.00778876,1.68278211,0.11025953,0.24578738,0.07414472,-0.25890215,-0.83066603,0.05344722,0.31407094,0.09862989,0.26596731,-0.21938665,-0.12090819,0.32928652,0.46035735,0.18993367,0.51188677,0.41872181,-0.11671556,0.40122473,-0.08572243,-0.30031800,0.56493970,-0.25567685,0.16026439,-0.09506262,-0.10227592,100001_202012,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2020-12-01,22,0.34246667,0.74258332,0.99193179,1048526.41,266650.79,266650.79,3,0,660,9,1361104.27,0.06032,150520.04,0.0,0.0,0.0,8459.73,185.69,0,,0.0,426974.17,2.893483,0.037207,80614.78,RECUPERACION
23,-0.15274796,-0.00613323,0.15826515,-0.38456421,0.19705875,0.00742677,0.27074107,0.21141695,0.61219096,0.01538399,-0.65528491,-0.06072874,0.71855845,-0.14113350,0.60818973,-0.09662328,-0.13392429,-0.22244261,0.05027875,0.08750189,0.34108631,0.17486982,0.18310531,0.02197681,1.68678634,0.11972672,0.24894746,0.07186855,-0.26410286,-0.83798022,0.03459494,0.30181465,0.13158525,0.25528226,-0.23572848,-0.11960756,0.32739855,0.47477309,0.19552395,0.50313650,0.39992220,-0.12213716,0.39487694,-0.08574859,-0.29651233,0.54570199,-0.26907268,0.16261023,-0.12442681,-0.10975746,100001_202101,100001,SME,SME_MICRO,PRESTAMO,FALLIDO,90_DIAS_VENCIDO,2019-02-24,1369564.0,PRENDA,470403.35,0.06032,2021-01-01,23,0.33413333,0.76039392,0.99193179,1048526.41,266402.2,266402.2,3,0,690,9,1361104.27,0.06032,157361.86,0.0,0.0,0.0,8459.73,185.69,0,,0.0,396048.63,2.893483,0.032668,82628.18,RECUPERACION
