ROW_ID,reconstruction_error,is_high_error,relative_error_pct
439,0.467115,False,16.94
440,0.428957,False,15.56
441,0.404337,False,14.67
442,0.461477,False,16.74
443,0.408648,False,14.82
444,0.393565,False,14.28
445,0.515846,False,18.71
446,0.368976,False,13.38
447,0.36479,False,13.23
448,0.356611,False,12.94
449,0.344682,False,12.5
450,0.345497,False,12.53
451,0.341287,False,12.38
452,0.333591,False,12.1
453,0.321243,False,11.65
454,0.323236,False,11.72
455,0.31806,False,11.54
456,0.305938,False,11.1
457,0.315809,False,11.46
458,0.325858,False,11.82
459,0.28762,False,10.43
460,0.303162,False,11.0
461,0.401123,False,14.55
462,0.319379,False,11.58
463,0.287379,False,10.42
464,0.414492,False,15.03
465,0.33343,False,12.09
466,0.285943,False,10.37
467,0.331854,False,12.04
468,0.300474,False,10.9
469,0.374687,False,13.59
470,0.350068,False,12.7
471,0.358693,False,13.01
472,0.405518,False,14.71
473,0.362111,False,13.13
474,0.363187,False,13.17
475,0.375125,False,13.61
476,0.354975,False,12.88
477,0.341056,False,12.37
478,0.372195,False,13.5
479,0.373659,False,13.55
480,0.379814,False,13.78
481,0.387911,False,14.07
482,0.369255,False,13.39
483,0.405792,False,14.72
484,0.405299,False,14.7
485,0.380434,False,13.8
486,0.502725,False,18.24
487,0.810571,False,29.4
488,0.775877,False,28.14
489,0.854694,False,31.0
490,0.721456,False,26.17
491,0.708464,False,25.7
492,0.712437,False,25.84
493,0.690899,False,25.06
494,0.669559,False,24.29
495,0.730541,False,26.5
496,0.689481,False,25.01
497,0.626834,False,22.74
498,0.62244,False,22.58
499,0.631893,False,22.92
500,0.629923,False,22.85
501,0.612848,False,22.23
502,0.598942,False,21.73
503,0.59596,False,21.62
504,0.603261,False,21.88
505,0.62088,False,22.52
506,0.610284,False,22.14
507,0.611145,False,22.17
508,0.730218,False,26.49
509,0.642219,False,23.3
510,0.642802,False,23.32
511,0.658959,False,23.9
512,0.697469,False,25.3
513,0.649973,False,23.58
514,0.693399,False,25.15
515,0.742914,False,26.95
516,0.686162,False,24.89
517,0.701732,False,25.45
518,0.711752,False,25.82
519,0.76794,False,27.86
520,0.796027,False,28.87
521,1.416184,True,51.37
522,0.859097,False,31.16
523,0.806147,False,29.24
524,0.951696,True,34.52
525,0.847519,False,30.74
526,0.82741,False,30.01
527,0.77441,False,28.09
528,0.775353,False,28.12
529,0.761563,False,27.62
530,0.812404,False,29.47
531,0.751029,False,27.24
532,0.774326,False,28.09
533,0.733444,False,26.6
534,0.75093,False,27.24
535,0.776708,False,28.17
536,0.740385,False,26.86
537,0.738115,False,26.77
538,0.710032,False,25.75
539,0.755802,False,27.42
540,0.703537,False,25.52
541,0.707028,False,25.65
542,0.723343,False,26.24
543,0.756606,False,27.44
544,0.721978,False,26.19
545,0.782879,False,28.4
546,0.688483,False,24.97
547,0.821392,False,29.79
548,0.704553,False,25.56
549,0.715963,False,25.97
550,0.70353,False,25.52
551,0.692838,False,25.13
552,0.790007,False,28.66
553,0.694171,False,25.18
554,0.690647,False,25.05
555,0.695074,False,25.21
556,0.744807,False,27.02
557,0.691365,False,25.08
558,0.708542,False,25.7
559,0.696837,False,25.28
560,0.71444,False,25.91
561,0.712792,False,25.86
562,0.771419,False,27.98
563,0.710098,False,25.76
564,0.736605,False,26.72
565,0.715169,False,25.94
566,0.707275,False,25.65
567,0.724646,False,26.28
568,0.723034,False,26.23
569,0.732048,False,26.55
570,0.725858,False,26.33
571,0.738072,False,26.77
572,0.71975,False,26.11
573,0.81029,False,29.39
574,0.737635,False,26.76
575,0.722313,False,26.2
576,0.79949,False,29.0
577,0.78767,False,28.57
578,0.796301,False,28.88
579,0.822829,False,29.85
580,0.787452,False,28.56
581,1.033038,True,37.47
582,1.027105,True,37.26
583,1.041197,True,37.77
584,1.037617,True,37.64
585,1.02227,True,37.08
586,1.034327,True,37.52
587,1.091094,True,39.58
588,1.490496,True,54.06
589,1.111803,True,40.33
590,1.088179,True,39.47
591,1.113674,True,40.4
592,1.119469,True,40.61
593,1.108843,True,40.22
594,1.633076,True,59.24
595,0.332053,False,12.04
596,0.331963,False,12.04
597,0.374445,False,13.58
598,0.462374,False,16.77
599,0.469393,False,17.03
600,0.415253,False,15.06
601,0.377487,False,13.69
602,0.421145,False,15.28
603,0.332435,False,12.06
604,0.356532,False,12.93
605,0.307047,False,11.14
606,0.319392,False,11.59
607,0.292637,False,10.61
608,0.276467,False,10.03
609,0.259065,False,9.4
610,0.250857,False,9.1
611,0.259121,False,9.4
612,0.223124,False,8.09
613,0.256024,False,9.29
614,0.260478,False,9.45
615,0.206606,False,7.49
616,0.209722,False,7.61
617,0.200144,False,7.26
618,0.195433,False,7.09
619,0.266905,False,9.68
620,0.178744,False,6.48
621,0.175042,False,6.35
622,0.171528,False,6.22
623,0.194283,False,7.05
624,0.223613,False,8.11
625,0.181186,False,6.57
626,0.269945,False,9.79
627,0.175995,False,6.38
628,1.334601,True,48.41
629,0.205976,False,7.47
630,0.181809,False,6.59
631,0.307416,False,11.15
632,0.195505,False,7.09
633,0.233068,False,8.45
634,0.218662,False,7.93
635,0.219029,False,7.94
636,0.246514,False,8.94
637,0.34793,False,12.62
638,0.280792,False,10.19
639,0.296814,False,10.77
640,0.276044,False,10.01
641,0.3033,False,11.0
642,0.281958,False,10.23
643,0.337258,False,12.23
644,0.377559,False,13.7
645,0.355044,False,12.88
646,0.362173,False,13.14
647,0.470773,False,17.08
648,0.430258,False,15.61
649,0.421304,False,15.28
650,0.452045,False,16.4
651,0.48085,False,17.44
652,0.502299,False,18.22
653,0.503555,False,18.27
654,0.317717,False,11.52
655,0.34421,False,12.49
656,0.327827,False,11.89
657,0.403649,False,14.64
658,0.390555,False,14.17
659,0.301772,False,10.95
660,0.274249,False,9.95
661,0.278909,False,10.12
662,0.371935,False,13.49
663,0.319035,False,11.57
664,0.27017,False,9.8
665,0.316626,False,11.48
666,0.236023,False,8.56
667,0.246672,False,8.95
668,0.237239,False,8.61
669,0.235024,False,8.52
670,0.291027,False,10.56
671,0.400381,False,14.52
672,0.370292,False,13.43
673,0.226837,False,8.23
674,0.38828,False,14.08
675,0.255361,False,9.26
676,0.264132,False,9.58
677,0.258796,False,9.39
678,0.27682,False,10.04
679,0.321529,False,11.66
680,0.244436,False,8.87
681,0.329103,False,11.94
682,0.28713,False,10.42
683,0.340663,False,12.36
684,0.287239,False,10.42
685,0.323829,False,11.75
686,0.293109,False,10.63
687,0.30277,False,10.98
688,0.262569,False,9.52
689,0.263127,False,9.54
690,0.299085,False,10.85
691,0.334417,False,12.13
692,0.275646,False,10.0
693,0.254736,False,9.24
694,0.339459,False,12.31
695,0.289267,False,10.49
696,0.267587,False,9.71
697,0.285282,False,10.35
698,0.305041,False,11.06
699,0.313746,False,11.38
700,0.3209,False,11.64
701,0.300328,False,10.89
702,0.350297,False,12.71
703,0.373204,False,13.54
704,0.342812,False,12.43
705,0.433463,False,15.72
706,0.307926,False,11.17
707,0.334983,False,12.15
708,0.333175,False,12.09
709,0.327723,False,11.89
710,0.339755,False,12.32
711,0.391734,False,14.21
712,0.368345,False,13.36
713,0.431532,False,15.65
714,0.387264,False,14.05
715,0.44097,False,16.0
716,0.406188,False,14.73
717,0.390809,False,14.18
718,0.386832,False,14.03
719,0.467585,False,16.96
720,0.442874,False,16.06
721,0.403691,False,14.64
722,0.465264,False,16.88
723,0.433235,False,15.71
724,0.494749,False,17.95
725,0.492876,False,17.88
726,0.591572,False,21.46
727,0.587177,False,21.3
728,0.587438,False,21.31
729,0.648822,False,23.53
730,0.664915,False,24.12
731,0.585582,False,21.24
732,0.598968,False,21.73
733,0.569795,False,20.67
734,0.582545,False,21.13
735,0.575817,False,20.89
736,0.558083,False,20.24
737,0.551839,False,20.02
738,0.591704,False,21.46
739,0.561837,False,20.38
740,0.556489,False,20.19
741,0.536461,False,19.46
742,0.528994,False,19.19
743,0.515269,False,18.69
744,0.510739,False,18.53
745,0.504818,False,18.31
746,0.506549,False,18.37
747,0.50155,False,18.19
748,0.528591,False,19.17
749,0.621932,False,22.56
750,0.496584,False,18.01
751,0.622829,False,22.59
752,0.518384,False,18.8
753,0.513104,False,18.61
754,0.533534,False,19.35
755,0.544689,False,19.76
756,0.534377,False,19.38
757,0.544088,False,19.74
758,0.513299,False,18.62
759,0.561479,False,20.37
760,0.538405,False,19.53
761,0.561928,False,20.38
762,0.559078,False,20.28
763,0.608611,False,22.08
764,0.56938,False,20.65
765,0.582822,False,21.14
766,0.53793,False,19.51
767,0.598235,False,21.7
768,0.63661,False,23.09
769,0.614301,False,22.28
770,0.75776,False,27.49
771,0.570694,False,20.7
772,0.539757,False,19.58
773,0.553449,False,20.08
774,0.512352,False,18.58
775,0.498791,False,18.09
776,0.488756,False,17.73
777,0.483015,False,17.52
778,0.543909,False,19.73
779,0.529479,False,19.21
780,0.46988,False,17.04
781,0.461266,False,16.73
782,0.459664,False,16.67
783,0.468216,False,16.98
784,0.516586,False,18.74
785,0.446457,False,16.19
786,0.431986,False,15.67
787,0.509678,False,18.49
788,0.468765,False,17.0
789,0.524822,False,19.04
790,0.49212,False,17.85
791,0.459361,False,16.66
792,0.566634,False,20.55
793,0.494293,False,17.93
794,0.506647,False,18.38
795,0.410325,False,14.88
796,0.416125,False,15.09
797,0.487808,False,17.69
798,0.42755,False,15.51
799,0.556072,False,20.17
800,0.443816,False,16.1
801,0.472558,False,17.14
802,0.464481,False,16.85
803,0.46489,False,16.86
804,0.510129,False,18.5
805,0.483321,False,17.53
806,0.498847,False,18.09
807,0.504513,False,18.3
808,0.512565,False,18.59
809,0.459431,False,16.66
810,0.471224,False,17.09
811,0.476983,False,17.3
812,0.473851,False,17.19
813,0.520832,False,18.89
814,0.558846,False,20.27
815,0.505671,False,18.34
816,0.485671,False,17.62
817,0.543366,False,19.71
818,0.538846,False,19.55
819,0.611422,False,22.18
820,0.50467,False,18.31
821,0.552783,False,20.05
822,0.513362,False,18.62
823,0.539638,False,19.57
824,0.521629,False,18.92
825,0.592737,False,21.5
826,0.552726,False,20.05
827,0.58956,False,21.39
828,0.550333,False,19.96
829,0.601839,False,21.83
830,0.634276,False,23.01
831,0.729999,False,26.48
832,0.599694,False,21.75
833,0.696315,False,25.26
834,0.638416,False,23.16
835,0.645409,False,23.41
836,0.650515,False,23.6
837,0.614274,False,22.28
838,0.688806,False,24.98
839,0.394042,False,14.29
840,0.376042,False,13.64
841,0.345137,False,12.52
842,0.456721,False,16.57
843,0.444813,False,16.13
844,0.385563,False,13.99
845,0.373232,False,13.54
846,0.468402,False,16.99
847,0.322797,False,11.71
848,0.314584,False,11.41
849,0.302067,False,10.96
850,0.574147,False,20.83
851,0.55178,False,20.01
852,0.585036,False,21.22
853,0.51565,False,18.7
854,0.565874,False,20.53
855,0.518247,False,18.8
856,0.538116,False,19.52
857,0.507272,False,18.4
858,0.496084,False,17.99
859,0.512334,False,18.58
860,0.471993,False,17.12
861,0.458365,False,16.63
862,0.428293,False,15.54
863,0.420848,False,15.27
864,0.431483,False,15.65
865,0.463134,False,16.8
866,0.422182,False,15.31
867,0.418334,False,15.17
868,0.429674,False,15.59
869,0.384283,False,13.94
870,0.44672,False,16.2
871,0.373256,False,13.54
872,0.450764,False,16.35
873,0.365857,False,13.27
874,0.431333,False,15.65
875,0.415022,False,15.05
876,0.413933,False,15.01
877,0.415813,False,15.08
878,0.417724,False,15.15
879,0.429636,False,15.58
880,0.425101,False,15.42
881,0.4181,False,15.17
882,0.404563,False,14.67
883,0.406569,False,14.75
884,0.396556,False,14.38
885,0.418835,False,15.19
886,0.389739,False,14.14
887,0.389899,False,14.14
888,0.445621,False,16.16
889,0.387908,False,14.07
890,0.41579,False,15.08
891,0.466905,False,16.94
892,0.499519,False,18.12
893,0.440355,False,15.97
894,0.399006,False,14.47
895,0.398997,False,14.47
896,0.418291,False,15.17
897,0.410552,False,14.89
898,0.436533,False,15.83
899,0.454802,False,16.5
900,0.444034,False,16.11
901,0.509964,False,18.5
902,0.439141,False,15.93
903,0.431413,False,15.65
904,0.4566,False,16.56
905,0.436769,False,15.84
906,0.457647,False,16.6
907,0.462722,False,16.78
908,0.471802,False,17.11
909,0.467225,False,16.95
910,0.449746,False,16.31
911,0.458664,False,16.64
912,0.463107,False,16.8
913,0.573618,False,20.81
914,0.505123,False,18.32
915,0.471225,False,17.09
916,0.533499,False,19.35
917,0.518731,False,18.82
918,0.510073,False,18.5
919,0.506518,False,18.37
920,0.55385,False,20.09
921,0.512763,False,18.6
922,0.539803,False,19.58
923,0.53418,False,19.38
924,0.532499,False,19.32
925,0.504846,False,18.31
926,1.230447,True,44.63
927,0.533759,False,19.36
928,0.535281,False,19.42
929,0.535503,False,19.42
930,0.523012,False,18.97
931,0.532278,False,19.31
932,0.583077,False,21.15
933,0.586284,False,21.27
934,0.607688,False,22.04
935,0.560958,False,20.35
936,0.540396,False,19.6
937,0.543929,False,19.73
938,0.544105,False,19.74
939,0.538509,False,19.53
940,0.624556,False,22.65
941,0.564584,False,20.48
942,0.584394,False,21.2
943,0.557483,False,20.22
944,0.607584,False,22.04
945,0.575945,False,20.89
946,0.578618,False,20.99
947,0.456546,False,16.56
948,0.477784,False,17.33
949,0.470513,False,17.07
950,0.547608,False,19.86
951,0.543519,False,19.71
952,0.602857,False,21.87
953,0.522404,False,18.95
954,0.536545,False,19.46
955,0.549142,False,19.92
956,0.486853,False,17.66
957,0.573636,False,20.81
958,0.497092,False,18.03
959,0.508254,False,18.44
960,0.469518,False,17.03
961,0.48165,False,17.47
962,0.488463,False,17.72
963,0.542561,False,19.68
964,0.483723,False,17.55
965,0.491645,False,17.83
966,0.625114,False,22.67
967,0.477872,False,17.33
968,0.483235,False,17.53
969,0.496377,False,18.01
970,0.468483,False,16.99
971,0.453904,False,16.46
972,0.454354,False,16.48
973,0.442859,False,16.06
974,0.471296,False,17.1
975,0.468375,False,16.99
976,0.484384,False,17.57
977,0.425559,False,15.44
978,0.432909,False,15.7
979,0.61516,False,22.31
980,0.577175,False,20.94
981,0.415804,False,15.08
982,0.429448,False,15.58
983,0.41914,False,15.2
984,1.369144,True,49.66
985,0.701491,False,25.45
986,0.873211,False,31.67
987,0.697233,False,25.29
988,0.753138,False,27.32
989,0.661958,False,24.01
990,0.784248,False,28.45
991,0.534366,False,19.38
992,0.580508,False,21.06
993,0.574979,False,20.86
994,0.502006,False,18.21
995,0.482674,False,17.51
996,0.45763,False,16.6
997,0.546007,False,19.81
998,0.45123,False,16.37
999,0.44487,False,16.14
1000,0.460494,False,16.7
1001,0.435849,False,15.81
1002,0.50824,False,18.44
1003,0.533622,False,19.36
1004,0.410744,False,14.9
1005,0.432439,False,15.69
1006,0.406171,False,14.73
1007,0.421214,False,15.28
1008,0.405457,False,14.71
1009,0.459029,False,16.65
1010,0.406727,False,14.75
1011,0.402685,False,14.61
1012,0.436819,False,15.84
1013,0.453298,False,16.44
1014,0.428871,False,15.56
1015,0.443999,False,16.11
1016,0.419488,False,15.22
1017,0.42966,False,15.59
1018,0.458554,False,16.63
1019,0.421904,False,15.3
1020,0.450514,False,16.34
1021,0.417417,False,15.14
1022,0.414627,False,15.04
1023,0.581791,False,21.1
1024,0.58201,False,21.11
1025,0.846778,False,30.72
1026,0.678679,False,24.62
1027,0.674151,False,24.45
1028,0.666801,False,24.19
1029,0.669771,False,24.29
1030,0.664237,False,24.09
1031,0.652704,False,23.68
1032,0.661309,False,23.99
1033,0.688932,False,24.99
1034,0.634814,False,23.03
1035,0.666214,False,24.17
1036,0.625284,False,22.68
1037,0.639875,False,23.21
1038,0.720486,False,26.13
1039,0.694669,False,25.2
1040,0.612971,False,22.23
1041,0.623495,False,22.62
1042,0.688598,False,24.98
1043,0.610043,False,22.13
1044,0.645855,False,23.43
1045,0.601654,False,21.82
1046,0.653967,False,23.72
1047,0.60118,False,21.81
1048,0.610036,False,22.13
1049,0.642006,False,23.29
1050,0.608807,False,22.08
1051,0.660403,False,23.95
1052,0.58408,False,21.19
1053,0.577246,False,20.94
1054,0.72413,False,26.27
1055,0.603632,False,21.9
1056,0.585444,False,21.24
1057,0.591625,False,21.46
1058,0.664352,False,24.1
1059,0.623853,False,22.63
1060,0.585629,False,21.24
1061,0.580178,False,21.04
1062,0.619605,False,22.47
1063,0.645391,False,23.41
1064,0.636125,False,23.07
1065,0.612839,False,22.23
1066,0.698524,False,25.34
1067,0.6103,False,22.14
