row_id,mean_embedding_change,max_embedding_change,original_embedding_norm,relative_change_pct,is_fragile
15505,0.918216,2.114487,2.8855,31.82,False
10971,0.481574,1.281681,2.7917,17.25,False
20135,0.57487,1.728678,2.8247,20.35,False
8117,0.947708,1.68961,2.7642,34.29,False
21319,1.183714,1.880674,2.3937,49.45,True
7512,0.496158,1.755114,2.7285,18.18,False
2615,0.744264,1.833925,2.6966,27.6,False
7594,0.826404,2.411184,2.7251,30.33,False
1943,0.945629,1.696764,2.7456,34.44,False
21275,0.532736,1.705333,2.6279,20.27,False
8021,0.656176,1.437303,2.7244,24.09,False
13462,0.452197,1.740322,2.7646,16.36,False
13974,1.117204,2.207344,2.4934,44.81,True
15159,0.656378,1.627849,2.754,23.83,False
6685,1.179621,1.77697,2.8053,42.05,False
5294,1.210976,1.961547,2.7161,44.59,True
8449,0.485148,1.285528,2.6347,18.41,False
3686,0.629963,2.22706,2.5858,24.36,False
9894,0.461533,1.274759,2.7096,17.03,False
10992,0.904174,1.807158,2.7755,32.58,False
15444,1.111017,2.09523,2.6581,41.8,False
11031,0.875463,1.733048,2.8354,30.88,False
3378,0.967286,1.782612,2.8232,34.26,False
20808,0.644981,1.786171,2.7524,23.43,False
11115,0.576683,1.226383,2.5046,23.02,False
19980,0.985627,1.781489,2.7228,36.2,False
3577,0.873138,1.807402,2.5895,33.72,False
15909,1.060796,2.122877,2.6679,39.76,False
10248,0.851767,1.758883,2.7558,30.91,False
15460,0.666377,1.614605,2.5699,25.93,False
16029,0.610832,1.894673,2.8439,21.48,False
17121,0.796816,1.809733,2.6139,30.48,False
1998,0.798581,1.659993,2.9291,27.26,False
2355,0.981322,2.06314,2.7503,35.68,False
504,0.899375,2.060994,2.6484,33.96,False
7419,0.836686,1.744252,3.0621,27.32,False
3706,0.675532,1.65946,2.5959,26.02,False
7130,0.622972,1.534411,2.9537,21.09,False
18069,0.914426,1.786717,2.8355,32.25,False
9278,0.8308,1.700853,2.7523,30.19,False
9021,0.690546,1.263926,2.8155,24.53,False
9084,0.939327,2.418708,2.7377,34.31,False
14749,0.978858,2.223001,2.7813,35.19,False
22116,0.383201,1.223207,2.8408,13.49,False
17405,0.861731,1.483779,2.8782,29.94,False
11213,0.485205,2.08005,2.8233,17.19,False
12369,0.899905,1.637471,2.8975,31.06,False
2804,0.964483,1.712416,2.6054,37.02,False
14699,0.776086,2.084731,2.9336,26.46,False
9645,1.037001,1.935893,2.7571,37.61,False
6520,1.159341,2.184904,2.6389,43.93,False
20381,0.821646,2.312707,2.696,30.48,False
6250,0.572201,1.811286,2.6723,21.41,False
19007,0.556953,1.688658,2.7964,19.92,False
1295,0.834457,1.821956,2.9901,27.91,False
18253,0.837464,1.674797,2.7689,30.24,False
5197,0.838351,1.825242,2.6525,31.61,False
770,1.111407,1.91014,2.8965,38.37,False
18960,1.214637,1.748886,2.504,48.51,True
22056,0.99069,1.714769,2.7356,36.21,False
9077,1.298884,1.66927,2.7616,47.03,True
6145,0.526599,1.796575,2.7127,19.41,False
4768,1.033882,1.650473,2.4239,42.65,False
21839,0.935675,1.818659,2.5946,36.06,False
9705,0.79717,1.775585,2.8145,28.32,False
7723,0.454388,1.787341,2.8759,15.8,False
684,0.574999,1.77934,2.7073,21.24,False
13399,0.773735,2.182174,2.6227,29.5,False
6756,0.720074,1.729514,2.892,24.9,False
17670,1.102774,1.784827,2.9473,37.42,False
12431,0.554429,1.649651,2.651,20.91,False
2013,1.041486,1.788774,2.7833,37.42,False
12307,0.774506,1.748628,2.426,31.92,False
22237,0.980265,2.198702,2.5621,38.26,False
14112,0.648326,1.691335,2.4547,26.41,False
12776,0.802405,1.559216,3.0608,26.22,False
17010,0.851914,2.076139,2.6001,32.76,False
1761,0.605549,1.625994,2.5178,24.05,False
12569,1.08998,2.098195,3.2619,33.42,False
19016,0.695876,1.715021,2.8693,24.25,False
10477,0.430176,2.147609,2.7983,15.37,False
14555,0.56927,1.703657,2.7633,20.6,False
14866,0.771218,1.702406,2.7674,27.87,False
9778,0.849899,1.73916,2.5946,32.76,False
2547,0.845725,1.760553,2.5364,33.34,False
5460,1.345206,2.081424,2.5846,52.05,True
3109,0.874403,1.751564,2.9472,29.67,False
828,0.799817,1.848293,3.0071,26.6,False
12653,0.671923,1.887737,3.2538,20.65,False
11249,1.010111,2.184864,2.8663,35.24,False
10210,1.042381,1.741455,2.7694,37.64,False
12363,0.637795,1.906684,2.8994,22.0,False
17372,0.717108,1.735421,2.9591,24.23,False
6166,0.429587,2.011295,2.8132,15.27,False
15692,0.293081,1.423547,3.1918,9.18,False
10494,0.914204,1.933183,2.6839,34.06,False
14796,0.828838,1.788321,2.5556,32.43,False
22313,0.631825,1.672883,3.0576,20.66,False
17515,1.020856,2.054085,2.7639,36.94,False
17736,1.018659,2.035744,3.0115,33.83,False
163,0.857567,1.791088,2.6505,32.36,False
17917,1.004405,1.755554,2.4652,40.74,False
4450,0.839466,1.693386,2.7486,30.54,False
18539,0.488832,1.285341,2.6254,18.62,False
3111,0.873806,2.156423,2.9501,29.62,False
14177,0.501103,2.022863,2.785,17.99,False
15196,0.606776,1.711864,2.8801,21.07,False
5334,0.843441,1.718738,2.6859,31.4,False
6420,0.71056,2.455912,2.71,26.22,False
19999,0.558009,1.713015,2.8528,19.56,False
8629,0.292899,1.761611,2.6353,11.11,False
18745,0.938245,1.96762,2.6996,34.75,False
17923,0.929777,1.709884,2.4056,38.65,False
9693,0.992488,1.520565,2.8348,35.01,False
18537,0.992279,1.720814,2.6534,37.4,False
17103,0.896063,1.655284,2.6184,34.22,False
6958,0.747518,1.28546,2.4194,30.9,False
2165,1.155801,2.034859,2.8403,40.69,False
15600,0.631474,1.764072,2.7768,22.74,False
14030,0.816624,1.737336,2.9472,27.71,False
18552,0.692986,1.762648,2.6233,26.42,False
3580,0.782245,1.82596,2.6746,29.25,False
9740,1.067345,1.805493,2.8821,37.03,False
20952,0.123075,0.852079,2.6711,4.61,False
14926,1.120059,2.060845,2.8965,38.67,False
12579,0.768735,1.606233,3.2262,23.83,False
5056,0.947988,2.430894,2.8613,33.13,False
7359,0.97236,1.977349,2.7616,35.21,False
10602,0.540131,1.490091,2.7198,19.86,False
15300,0.712384,1.780649,3.006,23.7,False
2895,0.826732,2.776124,2.8873,28.63,False
10319,0.907321,1.735763,2.8789,31.52,False
4223,0.780496,1.495453,2.6578,29.37,False
17738,1.040502,1.785887,3.0662,33.93,False
10468,0.858216,1.826684,3.0207,28.41,False
1702,0.648446,1.537328,2.7368,23.69,False
8259,0.682311,1.575435,2.7849,24.5,False
20190,0.630116,1.627198,2.7683,22.76,False
7265,0.61395,1.721612,2.6882,22.84,False
9161,0.73619,1.508105,3.0304,24.29,False
21575,0.900718,1.730201,2.8525,31.58,False
8176,0.62524,1.703279,2.7901,22.41,False
16609,0.512632,1.812795,2.8824,17.79,False
20575,1.182856,1.798587,2.8957,40.85,False
15234,1.0873,1.758371,3.0129,36.09,False
16580,0.968141,1.761975,2.6021,37.21,False
3441,0.682773,2.009502,2.7467,24.86,False
12192,0.622367,1.79986,2.7619,22.53,False
977,0.837618,1.797337,2.7683,30.26,False
11105,0.653791,1.69687,2.5353,25.79,False
10412,1.029886,2.263224,3.0358,33.92,False
8119,0.639851,1.283652,2.7545,23.23,False
4342,0.775534,1.74055,2.7906,27.79,False
16955,0.986185,1.682981,2.6237,37.59,False
17368,0.812118,1.786195,2.9088,27.92,False
15127,0.859995,1.9037,2.3749,36.21,False
19930,0.849381,1.734453,2.7597,30.78,False
9946,0.565374,1.729317,2.6703,21.17,False
21664,1.394016,2.12513,2.6169,53.27,True
1515,1.020468,1.709101,2.8417,35.91,False
7913,0.498686,1.756476,2.9887,16.69,False
15636,0.633005,1.664643,2.9996,21.1,False
16922,0.978522,1.73469,2.3469,41.69,False
3688,0.87753,1.999277,2.5398,34.55,False
14101,0.592969,1.807364,2.4379,24.32,False
6178,0.794981,1.811143,2.7609,28.79,False
18477,0.717861,1.500849,2.9301,24.5,False
19163,0.774742,1.780286,2.5906,29.91,False
1424,1.073027,1.736302,2.4342,44.08,True
19825,0.723211,2.32718,3.0504,23.71,False
12383,0.803533,1.653161,2.6207,30.66,False
2057,0.685055,1.519685,2.8549,24.0,False
5074,1.154665,1.741311,2.8572,40.41,False
10060,0.947066,2.083164,2.8111,33.69,False
9903,0.642324,1.665725,2.7791,23.11,False
12182,0.4937,1.303146,2.8984,17.03,False
18377,0.380655,1.468755,2.5741,14.79,False
8988,0.762798,1.677023,2.9129,26.19,False
14382,1.030714,2.186967,2.8486,36.18,False
17459,0.747249,1.781971,2.924,25.56,False
20703,0.964787,1.65696,2.569,37.56,False
4078,0.849195,2.340901,2.6476,32.07,False
8284,1.090538,2.24839,2.7487,39.67,False
11179,0.593675,2.091522,2.6988,22.0,False
10063,0.403612,1.303109,2.7844,14.5,False
18764,0.485111,1.767797,2.7503,17.64,False
2862,0.753485,1.749175,2.5355,29.72,False
11469,0.622446,1.425905,2.7925,22.29,False
17566,0.8364,1.802573,2.6406,31.67,False
16034,1.07264,1.681131,2.8302,37.9,False
17011,0.7641,1.744534,3.0753,24.85,False
16444,0.705403,1.707923,2.9543,23.88,False
21807,0.784541,1.580907,2.6192,29.95,False
11768,0.57244,1.726553,2.4371,23.49,False
2105,1.134287,1.820609,2.863,39.62,False
4503,0.758749,2.360237,2.709,28.01,False
15590,0.705349,1.783779,2.5562,27.59,False
1921,1.102042,1.986625,2.7577,39.96,False
19196,0.441777,1.649045,2.8138,15.7,False
9681,0.478006,1.590361,2.9389,16.27,False
9813,0.831078,2.222168,2.9225,28.44,False
14636,0.698772,1.714459,2.7532,25.38,False
17307,0.539559,1.585611,2.6547,20.32,False
1995,0.747288,2.109162,2.915,25.64,False
